,unix,tether_mcap
698,1487980800,24950996.0
699,1488067200,24950986.0
700,1488153600,24950994.0
701,1488240000,24950245.47018
702,1488326400,24950944.098012004
703,1488412800,24950994.0
704,1488499200,24950994.0
705,1488585600,24950994.0
706,1488672000,24950994.0
707,1488758400,24950378.0
708,1488844800,34950378.0
709,1488931200,34950378.0
710,1489017600,34947302.366736
711,1489104000,34949888.694708
712,1489190400,34950378.0
713,1489276800,34950378.0
714,1489363200,34950378.0
715,1489449600,34950363.0
716,1489536000,34950363.0
717,1489622400,34950363.0
718,1489708800,44950863.0
719,1489795200,44950863.0
720,1489881600,44950863.0
721,1489968000,44950863.0
722,1490054400,44950863.0
723,1490140800,44950863.0
724,1490227200,44950863.0
725,1490313600,44946278.011974
726,1490400000,44947446.734412
727,1490486400,44950853.0
728,1490572800,44950853.0
729,1490659200,44950853.0
730,1490745600,54947171.292849
731,1490832000,54950578.245735
732,1490918400,54948877.769183986
733,1491004800,54929547.06321599
734,1491091200,54950868.0
735,1491177600,54935536.707828
736,1491264000,54950868.0
737,1491350400,54950868.0
738,1491436800,54947735.800524
739,1491523200,54943779.338028
740,1491609600,54935811.462168
741,1491696000,54933393.623976
742,1491782400,54946416.979692
743,1491868800,54942243.713253
744,1491955200,50722714.334205
745,1492041600,50721090.533469
746,1492128000,50683743.116541
747,1492214400,50740677.629847
748,1492300800,50720684.583285
749,1492387200,50707034.508348
750,1492473600,60720811.853806
751,1492560000,54799389.130101
752,1492646400,54685108.36224
753,1492732800,53921581.349998
754,1492819200,51551671.254135
755,1492905600,50428865.493495
756,1492992000,50234068.866942
757,1493078400,59173319.87457
758,1493164800,57269672.90044
759,1493251200,57451548.079629
760,1493337600,58061162.278228
761,1493424000,59056951.467969
762,1493510400,59030847.561555
763,1493596800,58985214.033612
764,1493683200,58813389.532501
765,1493769600,57343290.06624
766,1493856000,59017937.982252
767,1493942400,59620254.170556
768,1494028800,60442604.225412
769,1494115200,60471621.737592
770,1494201600,60358457.385787
771,1494288000,60557091.306183
772,1494374400,61153035.423858
773,1494460800,61237960.515204
774,1494547200,60739540.0051
775,1494633600,61009403.38845
776,1494720000,61257615.304974
777,1494806400,60650909.871224
778,1494892800,60409623.541538
779,1494979200,60275279.568024
780,1495065600,60573096.883593
781,1495152000,61690581.490608
782,1495238400,61880322.447432
783,1495324800,62394264.0
784,1495411200,62394332.0
785,1495497600,62394332.0
786,1495584000,69762208.44
787,1495670400,72497981.32
788,1495756800,97843500.7
789,1495843200,108143500.7
790,1495929600,109193437.6
791,1496016000,107093563.8
792,1496102400,106043626.9
793,1496188800,108143500.7
794,1496275200,108143500.7
795,1496361600,108143500.7
796,1496448000,107093563.8
797,1496534400,106043626.9
798,1496620800,107093563.8
799,1496707200,104993690.0
800,1496793600,106043626.9
801,1496880000,127493815.0
802,1496966400,127416936.229555
803,1497052800,130043691.3
804,1497139200,128768753.15
805,1497225600,130043691.3
806,1497312000,128768753.15
807,1497398400,131318629.45
808,1497484800,128768753.15
809,1497571200,130043691.3
810,1497657600,126108339.712395
811,1497744000,127493815.0
812,1497830400,126486103.88624
813,1497916800,140922380.451375
814,1498003200,141818179.92195
815,1498089600,140886351.68895
816,1498176000,144693825.0
817,1498262400,146140763.25
818,1498348800,146140763.25
819,1498435200,140449521.031275
820,1498521600,146140763.25
821,1498608000,146140763.25
822,1498694400,219280202.82
823,1498780800,217130396.91
824,1498867200,219280202.82
825,1498953600,222180396.91
826,1499040000,219980581.0
827,1499126400,219402252.052551
828,1499212800,219358475.916932
829,1499299200,219981353.0
830,1499385600,222181166.53
831,1499472000,219981353.0
832,1499558400,222181166.53
833,1499644800,234705484.891578
834,1499731200,261571065.53
835,1499817600,268981303.0
836,1499904000,292376141.28
837,1499990400,289481328.0
838,1500076800,294481328.0
839,1500163200,294481328.0
840,1500249600,294501318.0
841,1500336000,308496986.22309
842,1500422400,309501318.0
843,1500508800,317390677.392382
844,1500595200,319501318.0
845,1500681600,318346635.254818
846,1500768000,317542450.449997
847,1500854400,317398994.36046
848,1500940800,318620128.378746
849,1501027200,319501313.0
850,1501113600,318936334.855416
851,1501200000,319455524.326541
852,1501286400,318938890.86512
853,1501372800,319434117.74527
854,1501459200,319501213.0
855,1501545600,318458361.040768
856,1501632000,319218773.927708
857,1501718400,309853219.354191
858,1501804800,319501197.0
859,1501891200,319501197.0
860,1501977600,319501202.0
861,1502064000,319501202.0
862,1502150400,319501202.0
863,1502236800,319167323.24391
864,1502323200,319055817.324412
865,1502409600,319143360.65376
866,1502496000,319501202.0
867,1502582400,318926738.838804
868,1502668800,319261356.522198
869,1502755200,322696315.02
870,1502841600,318973166.347794
871,1502928000,319501302.0
872,1503014400,316391931.173224
873,1503100800,325891344.36
874,1503187200,318439615.120286
875,1503273600,319501318.0
876,1503360000,322696331.18
877,1503446400,319501318.0
878,1503532800,319501318.0
879,1503619200,319501268.0
880,1503705600,319501268.0
881,1503792000,319501268.0
882,1503878400,319498558.0
883,1503964800,319498507.0
884,1504051200,319498507.0
885,1504137600,319498508.0
886,1504224000,322693265.83
887,1504310400,350878248.66
888,1504396800,363998283.0
889,1504483200,377602248.66
890,1504569600,389050265.83
891,1504656000,385198282.0
892,1504742400,393697782.0
893,1504828800,397634759.82
894,1504915200,403697782.0
895,1505001600,407734759.82
896,1505088000,403700492.0
897,1505174400,403700492.0
898,1505260800,413700492.0
899,1505347200,418603772.186348
900,1505433600,441955574.284504
901,1505520000,443888332.34956
902,1505606400,444591877.52434
903,1505692800,443193636.79962
904,1505779200,443158238.30026
905,1505865600,441591412.222338
906,1505952000,445507813.69528
907,1506038400,444649400.0858
908,1506124800,442852921.23908
909,1506211200,444423729.63043
910,1506297600,442764424.99168
911,1506384000,427894442.2604
912,1506470400,428488057.98448
913,1506556800,426695680.147096
914,1506643200,438276703.44816
915,1506729600,435686576.294488
916,1506816000,436468042.385224
917,1506902400,437459298.03052
918,1506988800,438049331.15272
919,1507075200,437363144.48468
920,1507161600,437100907.54148
921,1507248000,437468039.26196
922,1507334400,436584742.819493
923,1507420800,436335617.720603
924,1507507200,437188324.85733
925,1507593600,437065947.61577
926,1507680000,436143310.626723
927,1507766400,436865336.351927
928,1507852800,437393743.79852
929,1507939200,438346638.33038
930,1508025600,436749614.962622
931,1508112000,436310367.977237
932,1508198400,438302932.16268
933,1508284800,437341396.47328
934,1508371200,437634227.79687
935,1508457600,438044960.537
936,1508544000,437703646.91549
937,1508630400,437786688.53722
938,1508716800,435320352.371839
939,1508803200,436836080.498995
940,1508889600,438010090.81739
941,1508976000,436764902.128107
942,1509062400,437385092.63358
943,1509148800,437857119.23394
944,1509235200,452055790.198329
945,1509321600,451082049.367611
946,1509408000,451492973.422914
947,1509494400,451205462.202702
948,1509580800,452644826.55043
949,1509667200,488532593.23434
950,1509753600,496398578.68491
951,1509840000,493654560.186392
952,1509926400,496502331.63498
953,1510012800,515372524.25085
954,1510099200,499758198.02051
955,1510185600,537388871.18541
956,1510272000,565364649.45077
