unix,tether_dominance
1549497600,76.81293242396534
1549584000,76.75789081481005
1549670400,76.85302711334351
1549756800,76.90778465052259
1549843200,77.79769110580119
1549929600,77.7208776410827
1550016000,77.84952137738004
1550102400,78.16177687739967
1550188800,78.15504444639434
1550275200,78.2496527828081
1550361600,78.20637611463786
1550448000,78.32806266900057
1550534400,78.24287497641427
1550620800,78.20674192990998
1550707200,78.3287834141689
1550793600,78.64245620429153
1550880000,78.76691413954579
1550966400,78.76024827976978
1551052800,78.90298716369898
1551139200,78.76352564522429
1551225600,78.70841091229822
1551312000,78.88383077731385
1551398400,78.80030369537428
1551484800,78.58517561461471
1551571200,78.59440678625205
1551657600,78.51189082647011
1551744000,78.53133727482377
1551830400,78.56526740765307
1551916800,78.66396527394201
1552003200,78.46664635744077
1552089600,78.55350397299874
1552176000,78.58667816555007
1552262400,78.63260810003466
1552348800,78.55034565023452
1552435200,78.61832436943027
1552521600,78.5119544661837
1552608000,78.64453209602841
1552694400,78.61824748681197
1552780800,78.69734067419193
1552867200,78.51412139297031
1552953600,78.51811603444955
1553040000,78.47833985558256
1553126400,78.3637810771607
1553212800,78.30552022753118
1553299200,78.23988854646261
1553385600,78.17516423981928
1553472000,78.2763765629495
1553558400,78.22060100973752
1553644800,78.3231509336503
1553731200,78.35966170128546
1553817600,78.41126488074394
1553904000,78.40522323333397
1553990400,78.42433494464764
1554076800,78.37640252520657
1554163200,78.5886685169237
1554249600,78.44404705333717
1554336000,78.45134676909592
1554422400,78.44521564336934
1554508800,78.40410878750222
1554595200,78.28982819783727
1554681600,78.43490003322212
1554768000,78.19052102595882
1554854400,78.18464491336914
1554940800,78.39648023879691
1555027200,78.42256398321481
1555113600,78.40427877818993
1555200000,78.30621423667189
1555286400,78.38035958195604
1555372800,78.4113920956551
1555459200,78.48199657134386
1555545600,78.62853334856058
1555632000,78.54557830603746
1555718400,78.53902148937041
1555804800,78.56789257955535
1555891200,78.82204251803546
1555977600,78.6869095800141
1556064000,78.53284257941377
1556150400,78.27333912550313
1556236800,76.88129047004324
1556323200,76.07452161519286
1556409600,75.96075406682142
1556496000,75.51157587529124
1556582400,75.39670725011413
1556668800,75.12277520971298
1556755200,74.77374778533762
1556841600,74.33791133542935
1556928000,74.2492084923648
1557014400,74.26583104936083
1557100800,74.17009501051277
1557187200,73.86309135354425
1557273600,73.67122046179865
1557360000,73.31726049475638
1557446400,73.02880785584064
1557532800,73.1363471707303
1557619200,73.17252442041092
1557705600,72.83517684840298
1557792000,72.53613659330013
1557878400,72.46731150078055
1557964800,72.43012203074065
1558051200,72.34938110984768
1558137600,72.32530568885063
1558224000,72.31878850956156
1558310400,72.38965038976745
1558396800,72.57008786301948
1558483200,72.54865231794844
1558569600,72.4675077406356
1558656000,72.56006043987551
1558742400,72.50793125012875
1558828800,72.51792413854596
1558915200,72.89573700891731
1559001600,72.76468668364001
1559088000,72.74616286599496
1559174400,73.27977306506011
1559260800,73.34295769978863
1559347200,73.34205886928099
1559433600,73.38555727237136
1559520000,73.31209096647768
1559606400,73.31794515309916
1559692800,73.17754534108279
1559779200,72.9385403387065
1559865600,72.75765502157175
1559952000,72.74807833059268
1560038400,72.71026908183285
1560124800,72.8507305690765
1560211200,73.08302500479283
1560297600,72.81747075838152
1560384000,72.89511854850278
1560470400,72.75178535571682
1560556800,72.66320402789957
1560643200,72.67480250037302
1560729600,73.32255996374928
1560816000,73.20407030094124
1560902400,82.84206253566036
1560988800,82.89184211330354
1561075200,83.03099791947552
1561161600,82.95909421674176
1561248000,82.86998195313095
1561334400,83.19624239626397
1561420800,83.23219711551198
1561507200,83.15747266336074
1561593600,82.75456641703681
1561680000,82.70519001644956
1561766400,82.60285712639107
1561852800,82.42726012101565
1561939200,82.88980364126053
1562025600,82.7170813894787
1562112000,82.71618514108991
1562198400,82.67234234566301
1562284800,82.59954366164915
1562371200,82.53958831084225
1562457600,82.60408372149223
1562544000,82.79913206366268
1562630400,82.98528909954918
1562716800,82.96298436333021
1562803200,82.73518071968009
1562889600,82.46156223335943
1562976000,82.29233126490428
1563062400,82.17898204790902
1563148800,82.15307395298169
1563235200,81.62932585623821
1563321600,81.11009850127692
1563408000,80.94327500658113
1563494400,81.96766909131065
1563580800,81.91625322438622
1563667200,81.77392844573264
1563753600,81.67503970541038
1563840000,81.66098570487218
1563926400,81.28371696130098
1564012800,81.22121426307272
1564099200,80.98339914978038
1564185600,80.85453592414531
1564272000,80.80690584737845
1564358400,80.23559134195068
1564444800,80.27179477102598
1564531200,80.08061353806343
1564617600,80.18217731716246
1564704000,80.42560422907003
1564790400,80.26165481753603
1564876800,80.23535144888126
1564963200,80.33247665422546
1565049600,80.31541909207864
1565136000,80.65783098351179
1565222400,80.79181366878186
1565308800,81.2282608977708
1565395200,81.02506841326235
1565481600,81.16590213774579
1565568000,81.15041469719529
1565654400,81.44002279382742
1565740800,81.36164485952652
1565827200,81.619119406938
1565913600,81.49194408326849
1566000000,81.44584285657665
1566086400,81.46698240332164
1566172800,81.39280595925491
1566259200,81.49940482915937
1566345600,81.05560351585581
1566432000,81.02738877731672
1566518400,81.00427199143458
1566604800,81.02347431048526
1566691200,81.0056811377372
1566777600,81.13308346927333
1566864000,81.26761530053139
1566950400,81.26880388353595
1567036800,80.76755102938057
1567123200,80.62667798495464
1567209600,80.6243372763231
1567296000,80.65297349403725
1567382400,80.62729277163156
1567468800,80.30710619974548
1567555200,80.69155944563556
1567641600,80.08187187496165
1567728000,80.08013596927361
1567814400,80.09441692895408
1567900800,80.15969706091653
1567987200,80.30068080981624
1568073600,80.36208446999288
1568160000,80.38083430268995
1568246400,80.39214908322792
1568332800,80.48170311336732
1568419200,80.5075400233322
1568505600,80.48461606248397
1568592000,80.65875509150196
1568678400,80.91533899351045
1568764800,81.18109881645803
1568851200,81.3013519723517
1568937600,81.45079865315658
1569024000,81.46735627543859
1569110400,81.45540780580765
1569196800,81.31245858458227
1569283200,81.11151644927484
1569369600,80.46261081314319
1569456000,80.53752347986264
1569542400,80.31753972167974
1569628800,80.30035589843472
1569715200,80.29305778793552
1569801600,80.24447394215348
1569888000,79.6808858094195
1569974400,79.65948045660329
1570060800,79.31236590064361
1570147200,79.3063541083339
1570233600,79.33412916923464
1570320000,79.31484031298616
1570406400,79.46220934948792
1570492800,79.5394791912097
1570579200,79.55942599593376
1570665600,79.64179667664578
1570752000,79.51503840293361
1570838400,79.50619049800703
1570924800,79.49626666046625
1571011200,79.53217123080687
1571097600,79.48085451722645
1571184000,82.37990138825457
1571270400,82.41971492381805
1571356800,82.39416864602805
1571443200,82.39158259761965
1571529600,82.39806681153442
1571616000,82.4177844943131
1571702400,82.57249323111805
1571788800,82.47207863179725
1571875200,82.28637658307122
1571961600,82.16813749972577
1572048000,82.17090950195629
1572134400,82.21961391332435
1572220800,82.31991476886816
1572307200,82.44896136521486
1572393600,82.53750516536749
1572480000,82.680791839249
1572566400,82.64033542423516
1572652800,82.68834095357752
1572739200,82.69488086494512
1572825600,82.96386239036208
1572912000,82.65489602592034
1572998400,82.8725660695013
1573084800,82.91105899837733
1573171200,83.1744973997376
1573257600,83.18228455195292
1573344000,83.17888047709926
1573430400,83.20496819397461
1573516800,83.32755505210545
1573603200,83.31184188655625
1573689600,83.46597711898893
1573776000,83.5810544478092
1573862400,83.51151182302539
1573948800,83.52415681993959
1574035200,83.62290646878884
1574121600,83.62871236678792
1574208000,83.72965019077708
1574294400,83.37483004855044
1574380800,83.594847912012
1574467200,83.50347082139609
1574553600,83.5387512423185
1574640000,83.26941144583996
1574726400,83.2104644330761
1574812800,83.13486441467077
1574899200,83.29993262730311
1574985600,83.10127597370317
1575072000,83.10624082862718
1575158400,83.09871669389594
1575244800,82.50853243932751
1575331200,82.29067779108424
1575417600,82.31558089933174
1575504000,82.38879726187292
1575590400,82.3249335390629
1575676800,82.39955112248364
1575763200,82.370619277571
1575849600,82.02074135195171
1575936000,82.08168969020741
1576022400,82.18699831464761
1576108800,82.21059509028477
1576195200,82.27071837942464
1576281600,82.29029898796423
1576368000,82.25491279462415
1576454400,82.29894952782641
1576540800,82.39345664197857
1576627200,82.1767445115941
1576713600,81.6145942550624
1576800000,81.507635998501
1576886400,81.5096186510402
1576972800,81.50119949326383
1577059200,81.52896893682106
1577145600,81.66834366437644
1577232000,81.65820595877115
1577318400,81.78172427184155
1577404800,81.84130304519303
1577491200,81.82207916718029
1577577600,81.83332964037136
1577664000,81.80954841279072
1577750400,81.79703922601668
1577836800,81.84324947920707
1577923200,81.93015464299259
1578009600,81.40701115698081
1578096000,81.45888331809795
1578182400,81.45634365019168
1578268800,81.41404298592651
1578355200,81.6237779815064
1578441600,82.02952071849793
1578528000,82.2838125125902
1578614400,81.96816591541999
1578700800,82.10616034909982
1578787200,82.08037942996246
1578873600,82.32373741506326
1578960000,82.52656796496828
1579046400,82.33237344233822
1579132800,82.21459950050536
1579219200,82.39339979209586
1579305600,82.40272782199453
1579392000,82.41369767977844
1579478400,82.48039906163245
1579564800,82.52508269620888
1579651200,82.40141104294106
1579737600,82.52939276383665
1579824000,82.54843169914317
1579910400,82.52162541404921
1579996800,82.53808676773082
1580083200,82.54654880167116
1580169600,82.42653098022194
1580256000,82.2901240186636
1580342400,82.30026413106516
1580428800,82.33540739460507
1580515200,82.36671441508376
1580601600,82.40009062724218
1580688000,82.4169858820784
1580774400,82.4230696337485
1580860800,82.59221968817518
1580947200,82.471054654759
1581033600,82.68329795835456
1581120000,82.62966565867005
1581206400,82.56087767511339
1581292800,82.67606673913144
1581379200,82.62274013657361
1581465600,82.5078535029342
1581552000,82.391049108621
1581638400,82.51032956452929
1581724800,82.48356939080969
1581811200,82.4075252310762
1581897600,82.45132842452088
1581984000,82.47832619685256
1582070400,82.4266351774092
1582156800,82.54150499215307
1582243200,82.42369034324582
1582329600,82.41164665091893
1582416000,82.43496508116557
1582502400,82.65901069556315
1582588800,82.61317429046737
1582675200,82.60955920041303
1582761600,82.44570473249011
1582848000,82.45782151024403
1582934400,82.47250214299254
1583020800,82.47975533283277
1583107200,82.46755344272498
1583193600,82.31556045393222
1583280000,82.37254801006111
1583366400,82.44251573536837
1583452800,82.38942839720929
1583539200,82.3342637844384
1583625600,82.39876182574345
1583712000,82.4389874150669
1583798400,82.47713715264014
1583884800,82.24319963014723
1583971200,81.89368268774177
1584057600,81.15057182799924
1584144000,80.68266935999488
1584230400,80.1018289409672
1584316800,80.28762487900833
1584403200,79.92734985374057
1584489600,79.470821208051
1584576000,79.45773552917204
1584662400,79.67582054877839
1584748800,79.14964359999733
1584835200,79.22237139570734
1584921600,78.96565870160536
1585008000,78.48153136254527
1585094400,78.43305566274752
1585180800,78.5462552953994
1585267200,78.65673754554096
1585353600,78.56971012003044
1585440000,78.60508929554011
1585526400,78.79000231604074
1585612800,78.58952641491086
1585699200,78.53990426928553
1585785600,84.30379571279416
1585872000,84.33009489292127
1585958400,84.32235317011731
1586044800,84.37138580229404
1586131200,84.55014360318962
1586217600,84.36959970518753
1586304000,84.21760036260746
1586390400,84.2117338931569
1586476800,84.25635610904185
1586563200,84.22622355749452
1586649600,84.13998124894484
1586736000,83.98780553323573
1586822400,83.85665831879253
1586908800,83.86493461813268
1586995200,83.99959059464999
1587081600,84.0953628440976
1587168000,84.0183642630951
1587254400,84.04464090438381
1587340800,83.86080965577317
1587427200,83.89954293095397
1587513600,85.36233489926381
1587600000,85.30543382373381
1587686400,85.09242350319506
1587772800,85.07489602848202
1587859200,85.08905229675338
1587945600,85.09998830437077
1588032000,85.2571970513057
1588118400,86.2501055495839
1588204800,86.27271125247577
1588291200,86.59967428430642
1588377600,86.58451943395839
1588464000,86.56919136178767
1588550400,86.43929730187233
1588636800,86.45564956816973
1588723200,86.60361358450581
1588809600,86.69661028421875
1588896000,86.82286008058988
1588982400,87.03073347875353
1589068800,87.09814985967253
1589155200,87.21722496627979
1589241600,87.3729515564523
1589328000,87.14358500873433
1589414400,87.76702660264723
1589500800,87.77208221363047
1589587200,87.81767429276577
1589673600,87.88164227423142
1589760000,87.80419044474453
1589846400,87.80994706719328
1589932800,87.75024905503443
1590019200,87.79637602168542
1590105600,87.70935585553367
1590192000,87.72804789401836
1590278400,87.79294195509111
1590364800,87.74072349352839
1590451200,87.7724828010548
1590537600,87.75796383000825
1590624000,87.75149796602136
1590710400,87.79319143595305
1590796800,87.82168198946496
1590883200,87.88824716726076
1590969600,88.00622244062107
1591056000,88.04682501923415
1591142400,88.02184867333852
1591228800,88.0233438770138
1591315200,88.03524485231785
1591401600,88.02055995452065
1591488000,88.03358538287672
1591574400,87.99725751112469
1591660800,88.13676865275627
1591747200,88.25545524452096
1591833600,88.25286213723564
1591920000,88.32128158085331
1592006400,88.23479953074603
1592092800,88.28231489917245
1592179200,88.25280580855414
1592265600,88.0639260414248
1592352000,87.79773339583113
1592438400,87.59632623253499
1592524800,87.27680371989554
1592611200,87.01912610783543
1592697600,86.81030419700473
1592784000,86.61798703096142
1592870400,86.6627346342527
1592956800,86.71790021706933
1593043200,86.65538497719496
1593129600,86.61851669002628
1593216000,86.37343342925513
1593302400,86.34681402168425
1593388800,86.43993653797104
1593475200,86.39013760856312
1593561600,86.07234611345633
1593648000,86.13765192715933
1593734400,85.63018126299211
1593820800,85.6738177830006
1593907200,85.63168062251762
1593993600,85.53321405997151
1594080000,85.48886481695068
1594166400,85.24525480823098
1594252800,85.33356174830048
1594339200,85.20867265444836
1594425600,85.10417652912841
1594512000,85.14741506751137
1594598400,85.18394240559486
1594684800,85.19881200904322
1594771200,85.18388896679335
1594857600,85.29177032600427
1594944000,85.2239798727475
1595030400,84.97637022640677
1595116800,84.72816261235718
1595203200,84.85125873491313
1595289600,84.71161793072054
1595376000,84.65044237384403
1595462400,84.24104259889546
1595548800,84.09570211919353
1595635200,84.3852865679609
1595721600,83.85619571520351
1595808000,84.01911167837463
1595894400,84.31639119965638
1595980800,84.32787646221406
1596067200,84.41775915903685
1596153600,84.69265871060426
1596240000,84.75699335371385
1596326400,84.85707044988389
1596412800,84.9809551171654
1596499200,85.05896921544081
1596585600,85.05020829131763
1596672000,85.07890294996047
1596758400,85.12679166277364
1596844800,84.94634691897588
1596931200,85.03658085044222
1597017600,85.07223356117389
1597104000,85.21388028446424
1597190400,85.05000097000458
1597276800,85.00990232196165
1597363200,84.78177431661673
1597449600,84.66878178749394
1597536000,84.47762901191012
1597622400,84.62967640650106
1597708800,84.58783652284474
1597795200,84.38746192250409
1597881600,84.1271276670686
1597968000,84.11287568416014
1598054400,83.82274175513082
1598140800,83.64897583583569
1598227200,83.8547208619132
1598313600,83.4470323884829
1598400000,83.27351888043447
1598486400,83.42950902199833
1598572800,83.4545582846778
1598659200,83.4034009021598
1598745600,83.30828251390976
1598832000,83.5328499748401
1598918400,83.30838871209497
1599004800,83.34219059912738
1599091200,82.95477814813292
1599177600,83.10875125848888
1599264000,82.96745626803288
1599350400,82.73509165496637
1599436800,82.49010085136175
