unix,tether_dominance
1439683200,100.0
1439769600,100.0
1439856000,100.0
1439942400,100.0
1440028800,100.0
1440115200,100.0
1440201600,100.0
1440288000,100.0
1440374400,100.0
1440460800,100.0
1440547200,100.0
1440633600,100.0
1440720000,100.0
1440806400,100.0
1440892800,100.0
1440979200,100.0
1441065600,100.0
1441152000,100.0
1441238400,100.0
1441324800,100.0
1441411200,100.0
1441497600,100.0
1441584000,100.0
1441670400,100.0
1441756800,100.0
1441843200,100.0
1441929600,100.0
1442016000,100.0
1442102400,100.0
1442188800,100.0
1442275200,100.0
1442361600,100.0
1442448000,100.0
1442534400,100.0
1442620800,100.0
1442707200,100.0
1442793600,100.0
1442880000,100.0
1442966400,100.0
1443052800,100.0
1443139200,100.0
1443225600,100.0
1443312000,100.0
1443398400,100.0
1443484800,100.0
1443571200,100.0
1443657600,100.0
1443744000,100.0
1443830400,100.0
1443916800,100.0
1444003200,100.0
1444089600,100.0
1444176000,100.0
1444262400,100.0
1444348800,100.0
1444435200,100.0
1444521600,100.0
1444608000,100.0
1444694400,100.0
1444780800,100.0
1444867200,100.0
1444953600,100.0
1445040000,100.0
1445126400,100.0
1445212800,100.0
1445299200,100.0
1445385600,100.0
1445472000,100.0
1445558400,100.0
1445644800,100.0
1445731200,100.0
1445817600,100.0
1445904000,100.0
1445990400,100.0
1446076800,100.0
1446163200,100.0
1446249600,100.0
1446336000,100.0
1446422400,100.0
1446508800,100.0
1446595200,100.0
1446681600,100.0
1446768000,100.0
1446854400,100.0
1446940800,100.0
1447027200,100.0
1447113600,100.0
1447200000,100.0
1447286400,100.0
1447372800,100.0
1447459200,100.0
1447545600,100.0
1447632000,100.0
1447718400,100.0
1447804800,100.0
1447891200,100.0
1447977600,100.0
1448064000,100.0
1448150400,100.0
1448236800,100.0
1448323200,100.0
1448409600,100.0
1448496000,100.0
1448582400,100.0
1448668800,100.0
1448755200,100.0
1448841600,100.0
1448928000,100.0
1449014400,100.0
1449100800,100.0
1449187200,100.0
1449273600,100.0
1449360000,100.0
1449446400,100.0
1449532800,100.0
1449619200,100.0
1449705600,100.0
1449792000,100.0
1449878400,100.0
1449964800,100.0
1450051200,100.0
1450137600,100.0
1450224000,100.0
1450310400,100.0
1450396800,100.0
1450483200,100.0
1450569600,100.0
1450656000,100.0
1450742400,100.0
1450828800,100.0
1450915200,100.0
1451001600,100.0
1451088000,100.0
1451174400,100.0
1451260800,100.0
1451347200,100.0
1451433600,100.0
1451520000,100.0
1451606400,100.0
1451692800,100.0
1451779200,100.0
1451865600,100.0
1451952000,100.0
1452038400,100.0
1452124800,100.0
1452211200,100.0
1452297600,100.0
1452384000,100.0
1452470400,100.0
1452556800,100.0
1452643200,100.0
1452729600,100.0
1452816000,100.0
1452902400,100.0
1452988800,100.0
1453075200,100.0
1453161600,100.0
1453248000,100.0
1453334400,100.0
1453420800,100.0
1453507200,100.0
1453593600,100.0
1453680000,100.0
1453766400,100.0
1453852800,100.0
1453939200,100.0
1454025600,100.0
1454112000,100.0
1454198400,100.0
1454284800,100.0
1454371200,100.0
1454457600,100.0
1454544000,100.0
1454630400,100.0
1454716800,100.0
1454803200,100.0
1454889600,100.0
1454976000,100.0
1455062400,100.0
1455148800,100.0
1455235200,100.0
1455321600,100.0
1455408000,100.0
1455494400,100.0
1455580800,100.0
1455667200,100.0
1455753600,100.0
1455840000,100.0
1455926400,100.0
1456012800,100.0
1456099200,100.0
1456185600,100.0
1456272000,100.0
1456358400,100.0
1456444800,100.0
1456531200,100.0
1456617600,100.0
1456704000,100.0
1456790400,100.0
1456876800,100.0
1456963200,100.0
1457049600,100.0
1457136000,100.0
1457222400,100.0
1457308800,100.0
1457395200,100.0
1457481600,100.0
1457568000,100.0
1457654400,100.0
1457740800,100.0
1457827200,100.0
1457913600,100.0
1458000000,100.0
1458086400,100.0
1458172800,100.0
1458259200,100.0
1458345600,100.0
1458432000,100.0
1458518400,100.0
1458604800,100.0
1458691200,100.0
1458777600,100.0
1458864000,100.0
1458950400,100.0
1459036800,100.0
1459123200,100.0
1459209600,100.0
1459296000,100.0
1459382400,100.0
1459468800,100.0
1459555200,100.0
1459641600,100.0
1459728000,100.0
1459814400,100.0
1459900800,100.0
1459987200,100.0
1460073600,100.0
1460160000,100.0
1460246400,100.0
1460332800,100.0
1460419200,100.0
1460505600,100.0
1460592000,100.0
1460678400,100.0
1460764800,100.0
1460851200,100.0
1460937600,100.0
1461024000,100.0
1461110400,100.0
1461196800,100.0
1461283200,100.0
1461369600,100.0
1461456000,100.0
1461542400,100.0
1461628800,100.0
1461715200,100.0
1461801600,100.0
1461888000,100.0
1461974400,100.0
1462060800,100.0
1462147200,100.0
1462233600,100.0
1462320000,100.0
1462406400,100.0
1462492800,100.0
1462579200,100.0
1462665600,100.0
1462752000,100.0
1462838400,100.0
1462924800,100.0
1463011200,100.0
1463097600,100.0
1463184000,100.0
1463270400,100.0
1463356800,100.0
1463443200,100.0
1463529600,100.0
1463616000,100.0
1463702400,100.0
1463788800,100.0
1463875200,100.0
1463961600,100.0
1464048000,100.0
1464134400,100.0
1464220800,100.0
1464307200,100.0
1464393600,100.0
1464480000,100.0
1464566400,100.0
1464652800,100.0
1464739200,100.0
1464825600,100.0
1464912000,100.0
1464998400,100.0
1465084800,100.0
1465171200,100.0
1465257600,100.0
1465344000,100.0
1465430400,100.0
1465516800,100.0
1465603200,100.0
1465689600,100.0
1465776000,100.0
1465862400,100.0
1465948800,100.0
1466035200,100.0
1466121600,100.0
1466208000,100.0
1466294400,100.0
1466380800,100.0
1466467200,100.0
1466553600,100.0
1466640000,100.0
1466726400,100.0
1466812800,100.0
1466899200,100.0
1466985600,100.0
1467072000,100.0
1467158400,100.0
1467244800,100.0
1467331200,100.0
1467417600,100.0
1467504000,100.0
1467590400,100.0
1467676800,100.0
1467763200,100.0
1467849600,100.0
1467936000,100.0
1468022400,100.0
1468108800,100.0
1468195200,100.0
1468281600,100.0
1468368000,100.0
1468454400,100.0
1468540800,100.0
1468627200,100.0
1468713600,100.0
1468800000,100.0
1468886400,100.0
1468972800,100.0
1469059200,100.0
1469145600,100.0
1469232000,100.0
1469318400,100.0
1469404800,100.0
1469491200,100.0
1469577600,100.0
1469664000,100.0
1469750400,100.0
1469836800,100.0
1469923200,100.0
1470009600,100.0
1470096000,100.0
1470182400,100.0
1470268800,100.0
1470355200,100.0
1470441600,100.0
1470528000,100.0
1470614400,100.0
1470700800,100.0
1470787200,100.0
1470873600,100.0
1470960000,100.0
1471046400,100.0
1471132800,100.0
1471219200,100.0
1471305600,100.0
1471392000,100.0
1471478400,100.0
1471564800,100.0
1471651200,100.0
1471737600,100.0
1471824000,100.0
1471910400,100.0
1471996800,100.0
1472083200,100.0
1472169600,100.0
1472256000,100.0
1472342400,100.0
1472428800,100.0
1472515200,100.0
1472601600,100.0
1472688000,100.0
1472774400,100.0
1472860800,100.0
1472947200,100.0
1473033600,100.0
1473120000,100.0
1473206400,100.0
1473292800,100.0
1473379200,100.0
1473465600,100.0
1473552000,100.0
1473638400,100.0
1473724800,100.0
1473811200,100.0
1473897600,100.0
1473984000,100.0
1474070400,100.0
1474156800,100.0
1474243200,100.0
1474329600,100.0
1474416000,100.0
1474502400,100.0
1474588800,100.0
1474675200,100.0
1474761600,100.0
1474848000,100.0
1474934400,100.0
1475020800,100.0
1475107200,100.0
1475193600,100.0
1475280000,100.0
1475366400,100.0
1475452800,100.0
1475539200,100.0
1475625600,100.0
1475712000,100.0
1475798400,100.0
1475884800,100.0
1475971200,100.0
1476057600,100.0
1476144000,100.0
1476230400,100.0
1476316800,100.0
1476403200,100.0
1476489600,100.0
1476576000,100.0
1476662400,100.0
1476748800,100.0
1476835200,100.0
1476921600,100.0
1477008000,100.0
1477094400,100.0
1477180800,100.0
1477267200,100.0
1477353600,100.0
1477440000,100.0
1477526400,100.0
1477612800,100.0
1477699200,100.0
1477785600,100.0
1477872000,100.0
1477958400,100.0
1478044800,100.0
1478131200,100.0
1478217600,100.0
1478304000,100.0
1478390400,100.0
1478476800,100.0
1478563200,100.0
1478649600,100.0
1478736000,100.0
1478822400,100.0
1478908800,100.0
1478995200,100.0
1479081600,100.0
1479168000,100.0
1479254400,100.0
1479340800,100.0
1479427200,100.0
1479513600,100.0
1479600000,100.0
1479686400,100.0
1479772800,100.0
1479859200,100.0
1479945600,100.0
1480032000,100.0
1480118400,100.0
1480204800,100.0
1480291200,100.0
1480377600,100.0
1480464000,100.0
1480550400,100.0
1480636800,100.0
1480723200,100.0
1480809600,100.0
1480896000,100.0
1480982400,100.0
1481068800,100.0
1481155200,100.0
1481241600,100.0
1481328000,100.0
1481414400,100.0
1481500800,100.0
1481587200,100.0
1481673600,100.0
1481760000,100.0
1481846400,100.0
1481932800,100.0
1482019200,100.0
1482105600,100.0
1482192000,100.0
1482278400,100.0
1482364800,100.0
1482451200,100.0
1482537600,100.0
1482624000,100.0
1482710400,100.0
1482796800,100.0
1482883200,100.0
1482969600,100.0
1483056000,100.0
1483142400,100.0
1483228800,100.0
1483315200,100.0
1483401600,100.0
1483488000,100.0
1483574400,100.0
1483660800,100.0
1483747200,100.0
1483833600,100.0
1483920000,100.0
1484006400,100.0
1484092800,100.0
1484179200,100.0
1484265600,100.0
1484352000,100.0
1484438400,100.0
1484524800,100.0
1484611200,100.0
1484697600,100.0
1484784000,100.0
1484870400,100.0
1484956800,100.0
1485043200,100.0
1485129600,100.0
1485216000,100.0
1485302400,100.0
1485388800,100.0
1485475200,100.0
1485561600,100.0
1485648000,100.0
1485734400,100.0
1485820800,100.0
1485907200,100.0
1485993600,100.0
1486080000,100.0
1486166400,100.0
1486252800,100.0
1486339200,100.0
1486425600,100.0
1486512000,100.0
1486598400,100.0
1486684800,100.0
1486771200,100.0
1486857600,100.0
1486944000,100.0
1487030400,100.0
1487116800,100.0
1487203200,100.0
1487289600,100.0
1487376000,100.0
1487462400,100.0
1487548800,100.0
1487635200,100.0
1487721600,100.0
1487808000,100.0
1487894400,100.0
1487980800,100.0
1488067200,100.0
1488153600,100.0
1488240000,100.0
1488326400,100.0
1488412800,100.0
1488499200,100.0
1488585600,100.0
1488672000,100.0
1488758400,100.0
1488844800,100.0
1488931200,100.0
1489017600,100.0
1489104000,100.0
1489190400,100.0
1489276800,100.0
1489363200,100.0
1489449600,100.0
1489536000,100.0
1489622400,100.0
1489708800,100.0
1489795200,100.0
1489881600,100.0
1489968000,100.0
1490054400,100.0
1490140800,100.0
1490227200,100.0
1490313600,100.0
1490400000,100.0
1490486400,100.0
1490572800,100.0
1490659200,100.0
1490745600,100.0
1490832000,100.0
1490918400,100.0
1491004800,100.0
1491091200,100.0
1491177600,100.0
1491264000,100.0
1491350400,100.0
1491436800,100.0
1491523200,100.0
1491609600,100.0
1491696000,100.0
1491782400,100.0
1491868800,100.0
1491955200,100.0
1492041600,100.0
1492128000,100.0
1492214400,100.0
1492300800,100.0
1492387200,100.0
1492473600,100.0
1492560000,100.0
1492646400,100.0
1492732800,100.0
1492819200,100.0
1492905600,100.0
1492992000,100.0
1493078400,100.0
1493164800,100.0
1493251200,100.0
1493337600,100.0
1493424000,100.0
1493510400,100.0
1493596800,100.0
1493683200,100.0
1493769600,100.0
1493856000,100.0
1493942400,100.0
1494028800,100.0
1494115200,100.0
1494201600,100.0
1494288000,100.0
1494374400,100.0
1494460800,100.0
1494547200,100.0
1494633600,100.0
1494720000,100.0
1494806400,100.0
1494892800,100.0
1494979200,100.0
1495065600,100.0
1495152000,100.0
1495238400,100.0
1495324800,100.0
1495411200,100.0
1495497600,100.0
1495584000,100.0
1495670400,100.0
1495756800,100.0
1495843200,100.0
1495929600,100.0
1496016000,100.0
1496102400,100.0
1496188800,100.0
1496275200,100.0
1496361600,100.0
1496448000,100.0
1496534400,100.0
1496620800,100.0
1496707200,100.0
1496793600,100.0
1496880000,100.0
1496966400,100.0
1497052800,100.0
1497139200,100.0
1497225600,100.0
1497312000,100.0
1497398400,100.0
1497484800,100.0
1497571200,100.0
1497657600,100.0
1497744000,100.0
1497830400,100.0
1497916800,100.0
1498003200,100.0
1498089600,100.0
1498176000,100.0
1498262400,100.0
1498348800,100.0
1498435200,100.0
1498521600,100.0
1498608000,100.0
1498694400,100.0
1498780800,100.0
1498867200,100.0
1498953600,100.0
1499040000,100.0
1499126400,100.0
1499212800,100.0
1499299200,100.0
1499385600,100.0
1499472000,100.0
1499558400,100.0
1499644800,100.0
1499731200,100.0
1499817600,100.0
1499904000,100.0
1499990400,100.0
1500076800,100.0
1500163200,100.0
1500249600,100.0
1500336000,100.0
1500422400,100.0
1500508800,100.0
1500595200,100.0
1500681600,100.0
1500768000,100.0
1500854400,100.0
1500940800,100.0
1501027200,100.0
1501113600,100.0
1501200000,100.0
1501286400,100.0
1501372800,100.0
1501459200,100.0
1501545600,100.0
1501632000,100.0
1501718400,100.0
1501804800,100.0
1501891200,100.0
1501977600,100.0
1502064000,100.0
1502150400,100.0
1502236800,100.0
1502323200,100.0
1502409600,100.0
1502496000,100.0
1502582400,100.0
1502668800,100.0
1502755200,100.0
1502841600,100.0
1502928000,100.0
1503014400,100.0
1503100800,100.0
1503187200,100.0
1503273600,100.0
1503360000,100.0
1503446400,100.0
1503532800,100.0
1503619200,100.0
1503705600,100.0
1503792000,100.0
1503878400,100.0
1503964800,100.0
1504051200,100.0
1504137600,100.0
1504224000,100.0
1504310400,100.0
1504396800,100.0
1504483200,100.0
1504569600,100.0
1504656000,100.0
1504742400,100.0
1504828800,100.0
1504915200,100.0
1505001600,100.0
1505088000,100.0
1505174400,100.0
1505260800,100.0
1505347200,100.0
1505433600,100.0
1505520000,100.0
1505606400,100.0
1505692800,100.0
1505779200,100.0
1505865600,100.0
1505952000,100.0
1506038400,100.0
1506124800,100.0
1506211200,100.0
1506297600,100.0
1506384000,100.0
1506470400,100.0
1506556800,100.0
1506643200,100.0
1506729600,100.0
1506816000,100.0
1506902400,100.0
1506988800,100.0
1507075200,100.0
1507161600,100.0
1507248000,100.0
1507334400,100.0
1507420800,100.0
1507507200,100.0
1507593600,100.0
1507680000,100.0
1507766400,100.0
1507852800,100.0
1507939200,100.0
1508025600,100.0
1508112000,100.0
1508198400,100.0
1508284800,100.0
1508371200,100.0
1508457600,100.0
1508544000,100.0
1508630400,100.0
1508716800,100.0
1508803200,100.0
1508889600,100.0
1508976000,100.0
1509062400,100.0
1509148800,100.0
1509235200,100.0
1509321600,100.0
1509408000,100.0
1509494400,100.0
1509580800,100.0
1509667200,100.0
1509753600,100.0
1509840000,100.0
1509926400,100.0
1510012800,100.0
1510099200,100.0
1510185600,100.0
1510272000,100.0
1510358400,100.0
1510444800,100.0
1510531200,100.0
1510617600,100.0
1510704000,100.0
1510790400,100.0
1510876800,100.0
1510963200,100.0
1511049600,100.0
1511136000,100.0
1511222400,100.0
1511308800,100.0
1511395200,100.0
1511481600,100.0
1511568000,100.0
1511654400,100.0
1511740800,100.0
1511827200,100.0
1511913600,100.0
1512000000,100.0
1512086400,100.0
1512172800,100.0
1512259200,100.0
1512345600,100.0
1512432000,100.0
1512518400,100.0
1512604800,100.0
1512691200,100.0
1512777600,100.0
1512864000,100.0
1512950400,100.0
1513036800,100.0
1513123200,100.0
1513209600,100.0
1513296000,100.0
1513382400,100.0
1513468800,100.0
1513555200,100.0
1513641600,100.0
1513728000,100.0
1513814400,100.0
1513900800,100.0
1513987200,100.0
1514073600,100.0
1514160000,100.0
1514246400,100.0
1514332800,100.0
1514419200,100.0
1514505600,100.0
1514592000,100.0
1514678400,100.0
1514764800,100.0
1514851200,100.0
1514937600,100.0
1515024000,100.0
1515110400,100.0
1515196800,100.0
1515283200,100.0
1515369600,100.0
1515456000,100.0
1515542400,100.0
1515628800,100.0
1515715200,100.0
1515801600,100.0
1515888000,100.0
1515974400,100.0
1516060800,100.0
1516147200,100.0
1516233600,100.0
1516320000,100.0
1516406400,100.0
1516492800,100.0
1516579200,100.0
1516665600,100.0
1516752000,100.0
1516838400,100.0
1516924800,100.0
1517011200,100.0
1517097600,100.0
1517184000,100.0
1517270400,100.0
1517356800,100.0
1517443200,100.0
1517529600,100.0
1517616000,100.0
1517702400,100.0
1517788800,100.0
1517875200,100.0
1517961600,100.0
1518048000,100.0
1518134400,100.0
1518220800,100.0
1518307200,100.0
1518393600,100.0
1518480000,100.0
1518566400,100.0
1518652800,100.0
1518739200,100.0
1518825600,100.0
1518912000,100.0
1518998400,100.0
1519084800,100.0
1519171200,100.0
1519257600,100.0
1519344000,100.0
1519430400,100.0
1519516800,100.0
1519603200,100.0
1519689600,100.0
1519776000,100.0
1519862400,100.0
1519948800,100.0
1520035200,100.0
1520121600,100.0
1520208000,100.0
1520294400,100.0
1520380800,100.0
1520467200,100.0
1520553600,100.0
1520640000,100.0
1520726400,100.0
1520812800,100.0
1520899200,100.0
1520985600,100.0
1521072000,100.0
1521158400,100.0
1521244800,100.0
1521331200,100.0
1521417600,100.0
1521504000,100.0
1521590400,100.0
1521676800,100.0
1521763200,100.0
1521849600,99.65794162619342
1521936000,99.65607272618288
1522022400,99.6549630101558
1522108800,99.65512623001374
1522195200,99.65866541632839
1522281600,99.64182745963433
1522368000,99.57912395569357
1522454400,99.58446407807216
1522540800,99.5828551095729
1522627200,99.5870588661821
1522713600,99.58704523801521
1522800000,99.57743427551556
1522886400,99.57654903014114
1522972800,99.57816282566088
1523059200,99.58133405806333
1523145600,99.58110405931092
1523232000,99.57806434690994
1523318400,99.58156216773709
1523404800,99.58068654469888
1523491200,99.58359371322213
1523577600,99.58367498396402
1523664000,99.5823633094314
1523750400,99.58315015002522
1523836800,99.57542917459836
1523923200,99.57700031978129
1524009600,99.5746240576588
1524096000,99.57151757327672
1524182400,99.57538967443097
1524268800,99.57506684118059
1524355200,99.57626223260584
1524441600,99.57883781715317
1524528000,99.48248167735261
1524614400,99.47532158458017
1524700800,99.50589879889789
1524787200,99.50750837156949
1524873600,99.50769104252369
1524960000,99.508308438654
1525046400,99.50831122693494
1525132800,99.51041592481535
1525219200,99.51155802955508
1525305600,99.49057459931298
1525392000,99.50228368039423
1525478400,99.47566537101814
1525564800,99.47169485380903
1525651200,99.45374895899968
1525737600,99.45296997062157
1525824000,99.43783146211287
1525910400,99.43992974443319
1525996800,99.37329954508617
1526083200,99.37160692086832
1526169600,99.4029609528245
1526256000,99.3937952604848
1526342400,99.39686109118074
1526428800,99.26263878492372
1526515200,99.30115728685426
1526601600,99.28359774964609
1526688000,99.33632823759949
1526774400,99.33983076578009
1526860800,99.21437787630934
1526947200,99.26275374215764
1527033600,98.68011330796637
1527120000,98.68890433175382
1527206400,98.66843756968437
1527292800,98.4777707499645
1527379200,98.46145992024526
1527465600,98.45189140605069
1527552000,98.4887964003871
1527638400,98.48391170455602
1527724800,98.37234551572159
1527811200,98.30176812332546
1527897600,98.31444997772611
1527984000,98.30862643638024
1528070400,98.29973289287595
1528156800,98.30366117093187
1528243200,98.29931830941236
1528329600,98.28372389603989
1528416000,98.28841564933344
1528502400,98.30527300826421
1528588800,98.27305686334027
1528675200,98.27536484275572
1528761600,98.23485619871954
1528848000,98.10256213647304
1528934400,98.08771382815529
1529020800,98.0613433109658
1529107200,98.13385123872945
1529193600,98.13932291101067
1529280000,97.67406036544746
1529366400,97.67696681529937
1529452800,97.66788656255689
1529539200,97.65840641011457
1529625600,97.4647250530074
1529712000,97.27980954635613
1529798400,97.28533285448377
1529884800,97.2902322238687
1529971200,97.12790633964255
1530057600,97.14115512842172
1530144000,97.1057794270651
1530230400,97.01723496793757
1530316800,97.01744467149643
1530403200,97.02656928807714
1530489600,96.83455818367976
1530576000,96.8569199889312
1530662400,96.88337151069592
1530748800,96.8745696747442
1530835200,96.9531486141285
1530921600,96.86562575921455
1531008000,96.88475661194829
1531094400,97.03854801686742
1531180800,97.04273119767355
1531267200,97.07516904175036
1531353600,97.29043965117275
1531440000,97.17630352641427
1531526400,97.32627764629926
1531612800,97.49253200574826
1531699200,97.4962061371376
1531785600,97.55721703345954
1531872000,97.5484168824894
1531958400,97.40434214120428
1532044800,97.5480911557367
1532131200,97.44299906788643
1532217600,97.70089661692303
1532304000,97.89411161258298
1532390400,98.00706613774717
1532476800,97.30564984185607
1532563200,97.37343976252475
1532649600,97.56979910833725
1532736000,97.5641757203054
1532822400,97.57610228651875
1532908800,97.58427038563308
1532995200,97.64968549331628
1533081600,97.68941499903531
1533168000,97.53063901025484
1533254400,97.60656443441835
1533340800,97.61654545292255
1533427200,97.60595087478214
1533513600,97.51919407291138
1533600000,97.80598933008147
1533686400,97.61506458756813
1533772800,97.83920665347993
1533859200,97.61882760064753
1533945600,97.52389605373719
1534032000,97.53676006580646
1534118400,97.50021543903095
1534204800,97.56874268774078
1534291200,97.55807102597093
1534377600,97.3707159975278
1534464000,97.34103805831063
1534550400,97.34067330136911
1534636800,97.35344400329747
1534723200,97.35884754658832
1534809600,97.62144672065553
1534896000,97.59098322377936
1534982400,97.51333812677223
1535068800,97.51942574038907
1535155200,97.3778944009451
1535241600,97.34993605139994
1535328000,97.35818568388058
1535414400,97.36446644381286
1535500800,97.34416764234116
1535587200,97.35623952950628
1535673600,97.3639209933806
1535760000,97.4285192258777
1535846400,97.42723779426456
1535932800,97.42913169288644
1536019200,97.4230645681088
1536105600,97.39340460543553
1536192000,97.26751358018772
1536278400,97.27798864828927
1536364800,97.28079913391025
1536451200,97.23073887277195
1536537600,97.24880605799683
1536624000,97.11814284108765
1536710400,97.11988967570713
1536796800,97.11575804666019
1536883200,97.08768651624317
1536969600,96.98868156246246
1537056000,96.9903507938748
1537142400,96.96814561253042
1537228800,96.78334141409334
1537315200,96.71264935722895
1537401600,96.72226917221076
1537488000,96.724155145051
1537574400,96.70456377313334
1537660800,96.72965273826196
1537747200,96.71533547376544
1537833600,96.72539298691079
1537920000,96.717081718914
1538006400,96.71058602828643
1538092800,96.38421800144464
1538179200,96.36506263143984
1538265600,96.38055769563991
1538352000,96.38907262335633
1538438400,96.24547120874624
1538524800,95.83454241219778
1538611200,95.9026629031577
1538697600,95.88396192610192
1538784000,95.87075705401848
1538870400,95.87829990167108
1538956800,95.93144835477932
1539043200,95.42382180644286
1539129600,95.39701309080604
1539216000,95.14627836457358
1539302400,94.63485794825176
1539388800,94.42053282436454
1539475200,94.3439254832876
1539561600,93.36098417517671
1539648000,91.86870997331133
1539734400,91.47311696642679
1539820800,93.05569889052039
1539907200,92.89442197715377
1539993600,92.91615381169956
1540080000,92.80436968712534
1540166400,92.84654864456327
1540252800,91.45093359963045
1540339200,84.3448649908846
1540425600,83.44070440201176
1540512000,83.42799473907866
1540598400,83.50593521233124
1540684800,83.37371668285614
1540771200,83.14513163645103
1540857600,82.99143108248461
1540944000,83.23368827642282
1541030400,83.08967499375113
1541116800,82.24517596313453
1541203200,82.1104375875383
1541289600,82.44744744716746
1541376000,81.87934452989234
1541462400,82.39746773744494
1541548800,82.46601379496336
1541635200,82.4711064566258
1541721600,82.54033233273785
1541808000,82.57452247592408
1541894400,82.5089321059275
1541980800,82.61706229877987
1542067200,82.29589504472676
1542153600,81.98856721944871
1542240000,81.9570079945669
1542326400,82.04029363411126
1542412800,81.98847626429134
1542499200,82.06229942888054
1542585600,81.95443416359714
1542672000,81.18489481181986
1542758400,80.78215165464884
1542844800,80.40171523599139
1542931200,80.33253614923844
1543017600,80.26552861341008
1543104000,80.06844298044568
1543190400,80.26036710634284
1543276800,79.93503426663547
1543363200,79.9746615542846
1543449600,79.74984494227193
1543536000,79.14933436988538
1543622400,78.90873959628351
1543708800,78.95844721515229
1543795200,78.31045170681914
1543881600,78.70204983511822
1543968000,79.00937445043066
1544054400,78.69004790047363
1544140800,78.41123927288741
1544227200,78.42260149058619
1544313600,78.32691310243625
1544400000,78.11196521802097
1544486400,78.34249858918099
1544572800,78.21166902509769
1544659200,78.20415507911214
1544745600,78.0957285924696
1544832000,78.24873984598489
1544918400,78.16122093434511
1545004800,77.84926251011991
1545091200,78.22375264747485
1545177600,78.17650760095624
1545264000,77.96289974193708
1545350400,77.62854392914033
1545436800,77.64723232840464
1545523200,77.92139541107453
1545609600,77.78055540205308
1545696000,77.85173173307761
1545782400,77.81393559997568
1545868800,77.63289207993594
1545955200,77.7137936503601
1546041600,77.86011670053765
1546128000,77.40990188688562
1546214400,77.59020249025347
1546300800,77.18974352088217
1546387200,76.99678115037936
1546473600,76.95058737675785
1546560000,76.5261738431411
1546646400,76.73751664746166
1546732800,76.46889635670371
1546819200,76.18877571957344
1546905600,75.89377410033602
1546992000,75.4156267536154
1547078400,75.04273275560381
1547164800,74.96661335878208
1547251200,74.93927167999858
1547337600,74.60627109542415
1547424000,74.35449259214165
1547510400,74.70377915696862
1547596800,74.83433921712077
1547683200,74.49749356854417
1547769600,74.6354014633736
1547856000,74.77377219421643
1547942400,74.73862579706991
1548028800,74.74781038158605
1548115200,74.88967935218561
1548201600,74.81874670218247
1548288000,74.96807973737653
1548374400,74.95445863212534
1548460800,75.11049449617623
1548547200,74.91179420839003
1548633600,75.23836736687426
1548720000,75.57881416319572
1548806400,75.58297988533181
1548892800,76.05037593712143
1548979200,76.12664072993505
1549065600,76.17414161640238
1549152000,76.07602219439421
1549238400,76.31038227278589
1549324800,76.53437146263303
1549411200,76.69764852576802
